# mu=0.3
# lamb=0
# N=6
# m=0
# dim=20
# T=10
# dt=0.1
# n=1

#<S_z*S_z+n>
0.25	-0.25	-0.25	-0.25	0.25	-0.25	
0.24751	-0.248752	-0.247511	-0.248752	0.24751	-0.249997	
0.240163	-0.245027	-0.240174	-0.245027	0.240163	-0.24995	
0.228314	-0.238886	-0.22837	-0.238886	0.228314	-0.249752	
0.212533	-0.230435	-0.212712	-0.230435	0.212533	-0.249227	
0.193562	-0.219824	-0.194004	-0.219824	0.193562	-0.248149	
0.172271	-0.207257	-0.173195	-0.207257	0.172271	-0.246253	
0.149598	-0.19299	-0.151329	-0.19299	0.149598	-0.243253	
0.126497	-0.177334	-0.129475	-0.177334	0.126497	-0.238867	
0.10387	-0.16065	-0.108677	-0.16065	0.10387	-0.232833	
0.0825251	-0.143344	-0.0898916	-0.143344	0.0825251	-0.224936	
0.0631242	-0.125853	-0.0739404	-0.125853	0.0631242	-0.21503	
0.0461543	-0.108632	-0.0614684	-0.108632	0.0461543	-0.203051	
0.0319077	-0.0921284	-0.0529166	-0.0921284	0.0319077	-0.18904	
0.0204772	-0.0767649	-0.0485077	-0.0767649	0.0204772	-0.173147	
0.0117655	-0.0629107	-0.0482446	-0.0629107	0.0117655	-0.155638	
0.00550712	-0.050859	-0.0519233	-0.050859	0.00550712	-0.136896	
0.00130096	-0.0408064	-0.059157	-0.0408064	0.00130096	-0.117407	
-0.00134986	-0.0328353	-0.0694107	-0.0328353	-0.00134986	-0.0977474	
-0.00299411	-0.0269051	-0.0820419	-0.0269051	-0.00299411	-0.0785613	
-0.00418806	-0.0228496	-0.0963466	-0.0228496	-0.00418806	-0.0605313	
-0.00545403	-0.0203843	-0.111605	-0.0203843	-0.00545403	-0.0443465	
-0.00724475	-0.0191221	-0.127124	-0.0191221	-0.00724475	-0.0306671	
-0.00991605	-0.0185972	-0.14228	-0.0185972	-0.00991605	-0.0200886	
-0.0137091	-0.0182962	-0.156545	-0.0182962	-0.0137091	-0.0131066	
-0.0187431	-0.0176941	-0.169512	-0.0176941	-0.0187431	-0.0100861	
