# mu=0.3
# lamb=0
# N=2
# m=0
# dim=2
#T=10
#dt=0.01
-0.5	0.5	
-0.4999	0.4999	
-0.4996	0.4996	
-0.4991	0.4991	
-0.498401	0.498401	
-0.497502	0.497502	
-0.496404	0.496404	
-0.495108	0.495108	
-0.493614	0.493614	
-0.491922	0.491922	
-0.490033	0.490033	
-0.487949	0.487949	
-0.485669	0.485669	
-0.483195	0.483195	
-0.480528	0.480528	
-0.477668	0.477668	
-0.474618	0.474618	
-0.471377	0.471377	
-0.467948	0.467948	
-0.464332	0.464332	
-0.46053	0.46053	
-0.456544	0.456544	
-0.452376	0.452376	
-0.448026	0.448026	
-0.443497	0.443497	
-0.438791	0.438791	
-0.43391	0.43391	
-0.428854	0.428854	
-0.423628	0.423628	
-0.418231	0.418231	
-0.412668	0.412668	
-0.406939	0.406939	
-0.401048	0.401048	
-0.394996	0.394996	
-0.388786	0.388786	
-0.382421	0.382421	
-0.375903	0.375903	
-0.369234	0.369234	
-0.362418	0.362418	
-0.355457	0.355457	
-0.348353	0.348353	
-0.341111	0.341111	
-0.333731	0.333731	
-0.326219	0.326219	
-0.318576	0.318576	
-0.310805	0.310805	
-0.30291	0.30291	
-0.294894	0.294894	
-0.28676	0.28676	
-0.278511	0.278511	
-0.270151	0.270151	
-0.261683	0.261683	
-0.25311	0.25311	
-0.244436	0.244436	
-0.235664	0.235664	
-0.226798	0.226798	
-0.217841	0.217841	
-0.208797	0.208797	
-0.19967	0.19967	
-0.190462	0.190462	
-0.181179	0.181179	
-0.171823	0.171823	
-0.162398	0.162398	
-0.152908	0.152908	
-0.143358	0.143358	
-0.133749	0.133749	
-0.124088	0.124088	
-0.114376	0.114376	
-0.104619	0.104619	
-0.0948204	0.0948204	
-0.0849836	0.0849836	
-0.0751127	0.0751127	
-0.0652119	0.0652119	
-0.0552849	0.0552849	
-0.0453358	0.0453358	
-0.0353686	0.0353686	
-0.0253872	0.0253872	
-0.0153957	0.0153957	
-0.00539806	0.00539806	
0.00460177	-0.00460177	
0.0145998	-0.0145998	
0.0245919	-0.0245919	
0.0345742	-0.0345742	
0.0445427	-0.0445427	
0.0544934	-0.0544934	
0.0644222	-0.0644222	
0.0743254	-0.0743254	
0.0841987	-0.0841987	
0.0940384	-0.0940384	
0.103841	-0.103841	
0.113601	-0.113601	
0.123316	-0.123316	
0.132982	-0.132982	
0.142595	-0.142595	
0.15215	-0.15215	
0.161645	-0.161645	
0.171075	-0.171075	
0.180436	-0.180436	
0.189726	-0.189726	
0.198939	-0.198939	
0.208073	-0.208073	
0.217124	-0.217124	
0.226088	-0.226088	
0.234962	-0.234962	
0.243741	-0.243741	
0.252423	-0.252423	
0.261004	-0.261004	
0.269481	-0.269481	
0.27785	-0.27785	
0.286107	-0.286107	
0.294251	-0.294251	
0.302276	-0.302276	
0.310181	-0.310181	
0.317961	-0.317961	
0.325615	-0.325615	
0.333138	-0.333138	
0.340528	-0.340528	
0.347782	-0.347782	
0.354896	-0.354896	
0.361869	-0.361869	
0.368697	-0.368697	
0.375377	-0.375377	
0.381908	-0.381908	
0.388285	-0.388285	
0.394507	-0.394507	
0.400572	-0.400572	
0.406476	-0.406476	
0.412218	-0.412218	
0.417794	-0.417794	
0.423204	-0.423204	
0.428444	-0.428444	
0.433513	-0.433513	
0.438409	-0.438409	
0.443129	-0.443129	
0.447672	-0.447672	
0.452036	-0.452036	
0.456219	-0.456219	
0.46022	-0.46022	
0.464036	-0.464036	
0.467667	-0.467667	
0.471111	-0.471111	
0.474367	-0.474367	
0.477432	-0.477432	
0.480307	-0.480307	
0.48299	-0.48299	
0.485479	-0.485479	
0.487774	-0.487774	
0.489874	-0.489874	
0.491779	-0.491779	
0.493486	-0.493486	
0.494996	-0.494996	
0.496308	-0.496308	
0.497422	-0.497422	
0.498337	-0.498337	
0.499052	-0.499052	
0.499568	-0.499568	
0.499883	-0.499883	
0.499999	-0.499999	
0.499915	-0.499915	
0.499631	-0.499631	
0.499147	-0.499147	
0.498464	-0.498464	
0.497581	-0.497581	
0.496499	-0.496499	
0.495218	-0.495218	
0.49374	-0.49374	
0.492064	-0.492064	
0.490191	-0.490191	
0.488122	-0.488122	
0.485858	-0.485858	
0.483399	-0.483399	
0.480747	-0.480747	
0.477903	-0.477903	
0.474868	-0.474868	
0.471642	-0.471642	
0.468228	-0.468228	
0.464627	-0.464627	
0.46084	-0.46084	
0.456869	-0.456869	
0.452714	-0.452714	
0.448379	-0.448379	
0.443865	-0.443865	
0.439173	-0.439173	
0.434305	-0.434305	
0.429263	-0.429263	
0.42405	-0.42405	
0.418667	-0.418667	
0.413117	-0.413117	
0.407401	-0.407401	
0.401523	-0.401523	
0.395484	-0.395484	
0.389287	-0.389287	
0.382934	-0.382934	
0.376427	-0.376427	
0.369771	-0.369771	
0.362966	-0.362966	
0.356016	-0.356016	
0.348924	-0.348924	
0.341692	-0.341692	
0.334324	-0.334324	
0.326822	-0.326822	
0.319189	-0.319189	
0.311428	-0.311428	
0.303543	-0.303543	
0.295537	-0.295537	
0.287412	-0.287412	
0.279172	-0.279172	
0.270821	-0.270821	
0.262361	-0.262361	
0.253797	-0.253797	
0.24513	-0.24513	
0.236366	-0.236366	
0.227507	-0.227507	
0.218558	-0.218558	
0.209521	-0.209521	
0.2004	-0.2004	
0.191198	-0.191198	
0.181921	-0.181921	
0.17257	-0.17257	
0.163151	-0.163151	
0.153666	-0.153666	
0.14412	-0.14412	
0.134517	-0.134517	
0.124859	-0.124859	
0.115151	-0.115151	
0.105398	-0.105398	
0.0956022	-0.0956022	
0.0857682	-0.0857682	
0.0758999	-0.0758999	
0.0660013	-0.0660013	
0.0560763	-0.0560763	
0.0461288	-0.0461288	
0.0361629	-0.0361629	
0.0261825	-0.0261825	
0.0161917	-0.0161917	
0.00619433	-0.00619433	
-0.00380547	0.00380547	
-0.0138038	0.0138038	
-0.0237965	0.0237965	
-0.0337798	0.0337798	
-0.0437495	0.0437495	
-0.0537017	0.0537017	
-0.0636325	0.0636325	
-0.0735378	0.0735378	
-0.0834137	0.0834137	
-0.0932562	0.0932562	
-0.103061	0.103061	
-0.112825	0.112825	
-0.122544	0.122544	
-0.132214	0.132214	
-0.141831	0.141831	
-0.151391	0.151391	
-0.160891	0.160891	
-0.170326	0.170326	
-0.179694	0.179694	
-0.188989	0.188989	
-0.198209	0.198209	
-0.207349	0.207349	
-0.216407	0.216407	
-0.225378	0.225378	
-0.234258	0.234258	
-0.243045	0.243045	
-0.251735	0.251735	
-0.260325	0.260325	
-0.26881	0.26881	
-0.277187	0.277187	
-0.285454	0.285454	
-0.293606	0.293606	
-0.301641	0.301641	
-0.309556	0.309556	
-0.317346	0.317346	
-0.32501	0.32501	
-0.332544	0.332544	
-0.339944	0.339944	
-0.347209	0.347209	
-0.354335	0.354335	
-0.361319	0.361319	
-0.368159	0.368159	
-0.374851	0.374851	
-0.381393	0.381393	
-0.387783	0.387783	
-0.394018	0.394018	
-0.400095	0.400095	
-0.406012	0.406012	
-0.411766	0.411766	
-0.417356	0.417356	
-0.422779	0.422779	
-0.428033	0.428033	
-0.433116	0.433116	
-0.438025	0.438025	
-0.44276	0.44276	
-0.447317	0.447317	
-0.451695	0.451695	
-0.455893	0.455893	
-0.459908	0.459908	
-0.463739	0.463739	
-0.467385	0.467385	
-0.470844	0.470844	
-0.474114	0.474114	
-0.477195	0.477195	
-0.480085	0.480085	
-0.482783	0.482783	
-0.485288	0.485288	
-0.487599	0.487599	
-0.489714	0.489714	
-0.491634	0.491634	
-0.493357	0.493357	
-0.494883	0.494883	
-0.496211	0.496211	
-0.497341	0.497341	
-0.498271	0.498271	
-0.499002	0.499002	
-0.499534	0.499534	
-0.499866	0.499866	
-0.499997	0.499997	
-0.499929	0.499929	
-0.499661	0.499661	
-0.499193	0.499193	
-0.498526	0.498526	
-0.497659	0.497659	
-0.496592	0.496592	
-0.495328	0.495328	
-0.493865	0.493865	
-0.492204	0.492204	
-0.490347	0.490347	
-0.488294	0.488294	
-0.486045	0.486045	
-0.483602	0.483602	
-0.480965	0.480965	
-0.478136	0.478136	
-0.475116	0.475116	
-0.471906	0.471906	
-0.468507	0.468507	
-0.464921	0.464921	
-0.461148	0.461148	
-0.457192	0.457192	
-0.453052	0.453052	
-0.448731	0.448731	
-0.444231	0.444231	
-0.439553	0.439553	
-0.434699	0.434699	
-0.429671	0.429671	
-0.424471	0.424471	
-0.419102	0.419102	
-0.413565	0.413565	
-0.407863	0.407863	
-0.401997	0.401997	
-0.395971	0.395971	
-0.389786	0.389786	
-0.383445	0.383445	
-0.376951	0.376951	
-0.370306	0.370306	
-0.363513	0.363513	
-0.356575	0.356575	
-0.349494	0.349494	
-0.342273	0.342273	
-0.334916	0.334916	
-0.327424	0.327424	
-0.319801	0.319801	
-0.312051	0.312051	
-0.304176	0.304176	
-0.296179	0.296179	
-0.288063	0.288063	
-0.279833	0.279833	
-0.27149	0.27149	
-0.263039	0.263039	
-0.254482	0.254482	
-0.245824	0.245824	
-0.237068	0.237068	
-0.228216	0.228216	
-0.219274	0.219274	
-0.210243	0.210243	
-0.201129	0.201129	
-0.191934	0.191934	
-0.182662	0.182662	
-0.173318	0.173318	
-0.163904	0.163904	
-0.154424	0.154424	
-0.144883	0.144883	
-0.135283	0.135283	
-0.12563	0.12563	
-0.115926	0.115926	
-0.106176	0.106176	
-0.0963837	0.0963837	
-0.0865526	0.0865526	
-0.0766869	0.0766869	
-0.0667906	0.0667906	
-0.0568675	0.0568675	
-0.0469217	0.0469217	
-0.0369571	0.0369571	
-0.0269777	0.0269777	
-0.0169875	0.0169875	
-0.00699059	0.00699059	
0.00300916	-0.00300916	
0.0130077	-0.0130077	
0.0230011	-0.0230011	
0.0329852	-0.0329852	
0.0429562	-0.0429562	
0.0529099	-0.0529099	
0.0628425	-0.0628425	
0.07275	-0.07275	
0.0826284	-0.0826284	
0.0924737	-0.0924737	
0.102282	-0.102282	
0.112049	-0.112049	
0.121772	-0.121772	
0.131446	-0.131446	
0.141067	-0.141067	
0.150632	-0.150632	
0.160137	-0.160137	
0.169577	-0.169577	
0.17895	-0.17895	
0.188251	-0.188251	
0.197477	-0.197477	
0.206624	-0.206624	
0.215688	-0.215688	
0.224666	-0.224666	
0.233555	-0.233555	
0.242349	-0.242349	
0.251047	-0.251047	
0.259644	-0.259644	
0.268138	-0.268138	
0.276524	-0.276524	
0.2848	-0.2848	
0.292961	-0.292961	
0.301006	-0.301006	
0.30893	-0.30893	
0.316731	-0.316731	
0.324405	-0.324405	
0.331949	-0.331949	
0.33936	-0.33936	
0.346636	-0.346636	
0.353773	-0.353773	
0.360768	-0.360768	
0.367619	-0.367619	
0.374323	-0.374323	
0.380878	-0.380878	
0.38728	-0.38728	
0.393527	-0.393527	
0.399617	-0.399617	
0.405547	-0.405547	
0.411314	-0.411314	
0.416917	-0.416917	
0.422354	-0.422354	
0.427621	-0.427621	
0.432718	-0.432718	
0.437641	-0.437641	
0.442389	-0.442389	
0.446961	-0.446961	
0.451353	-0.451353	
0.455565	-0.455565	
0.459595	-0.459595	
0.463441	-0.463441	
0.467101	-0.467101	
0.470575	-0.470575	
0.473861	-0.473861	
0.476957	-0.476957	
0.479862	-0.479862	
0.482575	-0.482575	
0.485096	-0.485096	
0.487422	-0.487422	
0.489553	-0.489553	
0.491489	-0.491489	
0.493227	-0.493227	
0.494769	-0.494769	
0.496113	-0.496113	
0.497258	-0.497258	
0.498204	-0.498204	
0.498951	-0.498951	
0.499499	-0.499499	
0.499847	-0.499847	
0.499994	-0.499994	
0.499942	-0.499942	
0.49969	-0.49969	
0.499238	-0.499238	
0.498586	-0.498586	
0.497735	-0.497735	
0.496685	-0.496685	
0.495436	-0.495436	
0.493989	-0.493989	
0.492344	-0.492344	
0.490502	-0.490502	
0.488464	-0.488464	
0.486231	-0.486231	
0.483804	-0.483804	
0.481182	-0.481182	
0.478369	-0.478369	
0.475364	-0.475364	
0.472169	-0.472169	
0.468785	-0.468785	
0.465213	-0.465213	
0.461456	-0.461456	
0.457513	-0.457513	
0.453388	-0.453388	
0.449082	-0.449082	
0.444596	-0.444596	
0.439932	-0.439932	
0.435092	-0.435092	
0.430078	-0.430078	
0.424892	-0.424892	
0.419536	-0.419536	
0.414012	-0.414012	
0.408323	-0.408323	
0.40247	-0.40247	
0.396456	-0.396456	
0.390284	-0.390284	
0.383956	-0.383956	
0.377474	-0.377474	
0.370841	-0.370841	
0.36406	-0.36406	
0.357133	-0.357133	
0.350063	-0.350063	
0.342853	-0.342853	
0.335507	-0.335507	
0.328025	-0.328025	
0.320413	-0.320413	
0.312673	-0.312673	
0.304807	-0.304807	
0.29682	-0.29682	
0.288714	-0.288714	
0.280492	-0.280492	
0.272158	-0.272158	
0.263716	-0.263716	
0.255167	-0.255167	
0.246517	-0.246517	
0.237768	-0.237768	
0.228925	-0.228925	
0.219989	-0.219989	
0.210966	-0.210966	
0.201858	-0.201858	
0.192669	-0.192669	
0.183403	-0.183403	
0.174064	-0.174064	
0.164656	-0.164656	
0.155181	-0.155181	
0.145645	-0.145645	
0.13605	-0.13605	
0.126401	-0.126401	
0.116701	-0.116701	
0.106954	-0.106954	
0.097165	-0.097165	
0.0873368	-0.0873368	
0.0774737	-0.0774737	
0.0675797	-0.0675797	
0.0576586	-0.0576586	
0.0477144	-0.0477144	
0.0377512	-0.0377512	
0.0277728	-0.0277728	
0.0177834	-0.0177834	
0.00778683	-0.00778683	
-0.00221285	0.00221285	
-0.0122116	0.0122116	
-0.0222056	0.0222056	
-0.0321906	0.0321906	
-0.0421627	0.0421627	
-0.052118	0.052118	
-0.0620525	0.0620525	
-0.0719621	0.0719621	
-0.0818429	0.0818429	
-0.091691	0.091691	
-0.101502	0.101502	
-0.111273	0.111273	
-0.121	0.121	
-0.130677	0.130677	
-0.140303	0.140303	
-0.149873	0.149873	
-0.159382	0.159382	
-0.168828	0.168828	
-0.178206	0.178206	
-0.187513	0.187513	
-0.196745	0.196745	
-0.205899	0.205899	
-0.21497	0.21497	
-0.223955	0.223955	
-0.23285	0.23285	
-0.241652	0.241652	
-0.250358	0.250358	
-0.258963	0.258963	
-0.267465	0.267465	
-0.27586	0.27586	
-0.284145	0.284145	
-0.292316	0.292316	
-0.30037	0.30037	
-0.308304	0.308304	
-0.316114	0.316114	
-0.323798	0.323798	
-0.331353	0.331353	
-0.338775	0.338775	
-0.346061	0.346061	
-0.353209	0.353209	
-0.360216	0.360216	
-0.367079	0.367079	
-0.373795	0.373795	
-0.380361	0.380361	
-0.386776	0.386776	
-0.393035	0.393035	
-0.399138	0.399138	
-0.40508	0.40508	
-0.410861	0.410861	
-0.416477	0.416477	
-0.421927	0.421927	
-0.427208	0.427208	
-0.432318	0.432318	
-0.437255	0.437255	
-0.442018	0.442018	
-0.446603	0.446603	
-0.45101	0.45101	
-0.455236	0.455236	
-0.459281	0.459281	
-0.463141	0.463141	
-0.466817	0.466817	
-0.470306	0.470306	
-0.473606	0.473606	
-0.476717	0.476717	
-0.479638	0.479638	
-0.482366	0.482366	
-0.484902	0.484902	
-0.487244	0.487244	
-0.489391	0.489391	
-0.491342	0.491342	
-0.493096	0.493096	
-0.494653	0.494653	
-0.496013	0.496013	
-0.497174	0.497174	
-0.498136	0.498136	
-0.498899	0.498899	
-0.499463	0.499463	
-0.499826	0.499826	
-0.49999	0.49999	
-0.499954	0.499954	
-0.499717	0.499717	
-0.499281	0.499281	
-0.498645	0.498645	
-0.49781	0.49781	
-0.496776	0.496776	
-0.495542	0.495542	
